loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN005732,28,45964.7,3.0,CNPJ,562,550,-12,Pessoal,31853.65,28931.02,31853.65,28931.02,0.0,0.9082,25,0.1882,0.2644,2.0,1418.3,0,0,0,0.0499,0.9501,28931.02,0.6883,0.013122,1
LN005733,64,17542.98,21.0,Aposentado,522,448,-74,Veiculos,41743.86,41278.14,41743.86,41278.14,0.0,0.9888,33,0.0808,0.9882,0.7888,52329.61,1,90,0,0.4945,0.5055,41278.14,0.7291,0.496818,2
LN005734,42,129421.24,29.4,CLT,470,399,-71,Imobiliario,297719.27,117312.32,297719.27,117312.32,0.0,0.394,333,0.1078,0.3807,0.2589,453171.91,0,0,0,0.7677,0.2323,117312.32,0.5693,0.011665,1
LN005735,54,43948.16,13.4,Autonomo,622,634,12,Cartao,18071.39,13272.83,10733.24,1025.44,9707.79,0.0955,46,0.3022,0.1268,2.0,2023.8,0,0,0,0.0684,0.9316,6617.0,0.576,0.01165,1
LN005736,49,75269.71,13.5,CLT,859,795,-64,Imobiliario,274459.51,86507.76,274459.51,86507.76,0.0,0.3152,356,0.1226,0.4827,0.268,322833.72,0,0,0,0.7425,0.2575,86507.76,0.602,0.002454,1
LN005737,36,84233.48,10.7,Servidor_Publico,580,557,-23,Imobiliario,312353.98,26229.25,312353.98,26229.25,0.0,0.084,171,0.1299,0.1308,0.0677,387610.42,0,0,0,0.7195,0.2805,26229.25,0.5336,0.007065,1
LN005738,68,24113.93,4.6,CLT,763,727,-36,Pessoal,29231.11,18321.0,29231.11,18321.0,0.0,0.6268,31,0.158,0.3191,2.0,3276.31,0,0,0,0.0626,0.9374,18321.0,0.6767,0.011372,1
LN005739,33,29727.41,3.6,Aposentado,613,509,-104,Veiculos,35523.49,26447.96,35523.49,26447.96,0.0,0.7445,82,0.1958,0.3737,0.6084,43474.77,0,0,0,0.629,0.371,26447.96,0.7978,0.012601,2
LN005740,23,148088.14,1.4,Servidor_Publico,599,540,-59,Imobiliario,401026.44,182008.59,401026.44,182008.59,0.0,0.4539,115,0.1177,0.5162,0.3298,551934.72,0,0,0,0.745,0.255,182008.59,0.4835,0.010746,1
LN005741,59,65433.07,20.1,CLT,717,659,-58,Pessoal,9120.92,8900.53,9120.92,8900.53,0.0,0.9758,23,0.1322,0.0571,2.0,1638.76,1,15,0,0.1076,0.8924,8900.53,0.7156,0.015484,1
LN005742,53,37146.3,27.7,Aposentado,450,406,-44,Pessoal,26412.86,20790.37,26412.86,20790.37,0.0,0.7871,23,0.2672,0.2351,2.0,5267.86,2,30,0,0.0555,0.9445,20790.37,0.7222,0.0705,2
LN005743,66,49904.9,14.1,CLT,867,716,-151,Imobiliario,175186.67,95664.79,175186.67,95664.79,0.0,0.5461,298,0.0865,0.8051,0.3863,247664.45,1,45,0,0.5843,0.4157,95664.79,0.6203,0.046202,2
LN005744,44,109760.28,8.5,Aposentado,719,649,-70,Cartao,12363.74,6103.28,12045.82,5908.8,6137.02,0.4905,42,0.2753,0.0234,2.0,1576.62,4,15,0,0.0702,0.9298,9994.85,0.6658,0.064915,1
LN005745,22,99439.47,9.8,CLT,786,839,53,Veiculos,24041.52,10014.3,24041.52,10014.3,0.0,0.4165,24,0.1528,0.0423,0.3356,29842.19,0,0,0,0.3638,0.6362,10014.3,0.6889,0.001781,1
LN005746,23,20890.44,15.3,CLT,616,633,17,Imobiliario,524211.78,334333.67,524211.78,334333.67,0.0,0.6378,358,0.0848,2.0,0.4516,740285.74,0,0,0,0.7204,0.2796,334333.67,0.6353,0.04062,1
LN005747,43,156730.73,19.5,CLT,714,669,-45,Imobiliario,406968.77,121007.96,406968.77,121007.96,0.0,0.2973,338,0.0915,0.3243,0.2606,464256.39,2,45,0,0.7259,0.2741,121007.96,0.6484,0.015177,2
LN005748,34,101518.49,10.8,Servidor_Publico,771,667,-104,Cartao,12603.61,5108.57,3923.35,2611.11,1312.24,0.6655,6,0.2674,0.0211,2.0,149.0,0,0,0,0.0443,0.9557,3494.89,0.6735,0.009771,2
LN005749,68,49064.5,9.0,Autonomo,638,630,-8,Imobiliario,562738.5,214054.98,562738.5,214054.98,0.0,0.3804,284,0.0665,1.8323,0.3288,651109.36,0,0,0,0.7471,0.2529,214054.98,0.542,0.063198,1
LN005750,27,24968.75,5.8,Servidor_Publico,536,593,57,Pessoal,11383.97,9826.08,11383.97,9826.08,0.0,0.8632,24,0.1734,0.1653,2.0,863.27,0,0,0,0.1083,0.8917,9826.08,0.6107,0.01025,1
LN005751,66,107484.9,8.0,CLT,527,625,98,Imobiliario,177694.2,121161.55,177694.2,121161.55,0.0,0.6819,325,0.091,0.4734,0.5504,220145.46,0,0,0,0.6002,0.3998,121161.55,0.5767,0.009543,1
LN005752,32,73841.62,14.8,CLT,595,540,-55,Cartao,24440.03,9049.85,8885.85,2318.05,6567.8,0.2609,11,0.4262,0.0515,2.0,2266.2,0,0,0,0.1249,0.8751,5341.25,0.4603,0.013324,1
LN005753,27,21003.22,12.9,CNPJ,679,584,-95,Empresarial,161905.57,134600.84,6919.63,3020.53,3899.1,0.4365,6,0.3115,2.0,2.0,2063.06,0,0,1,0.2626,0.7374,5760.84,0.7028,0.070322,3
LN005754,35,46590.37,12.3,CLT,628,649,21,Imobiliario,448872.22,220087.95,448872.22,220087.95,0.0,0.4903,144,0.0697,1.984,0.3512,626750.7,3,30,0,0.7727,0.2273,220087.95,0.7244,0.26322,2
LN005755,29,413334.48,5.9,CLT,586,597,11,Imobiliario,525549.66,169664.62,525549.66,169664.62,0.0,0.3228,152,0.0973,0.1724,0.2885,588005.71,0,0,0,0.6874,0.3126,169664.62,0.6834,0.004277,1
LN005756,42,54760.59,9.5,CNPJ,738,723,-15,Imobiliario,384586.89,53790.24,384586.89,53790.24,0.0,0.1399,101,0.1066,0.4126,0.1072,501648.94,0,0,0,0.7133,0.2867,53790.24,0.632,0.004512,1
LN005757,38,33447.06,17.0,CNPJ,590,527,-63,Empresarial,102096.59,61227.4,15917.77,4261.76,11656.01,0.2677,40,0.1818,0.7688,2.0,8289.5,1,30,0,0.1712,0.8288,11011.2,0.5791,0.343044,2
LN005758,48,28126.77,23.6,Servidor_Publico,572,458,-114,Pessoal,5933.57,3422.64,5933.57,3422.64,0.0,0.5768,22,0.2774,0.0511,2.0,403.84,0,0,0,0.1321,0.8679,3422.64,0.6652,0.018914,2
LN005759,48,171418.69,16.6,CLT,772,807,35,Empresarial,42851.98,21276.65,7782.96,1837.33,5945.63,0.2361,42,0.1961,0.0521,2.0,173.58,2,30,0,0.4269,0.5731,5498.14,0.6157,0.015478,2
LN005760,22,93999.4,19.5,Autonomo,721,773,52,Veiculos,41441.47,26902.29,41441.47,26902.29,0.0,0.6492,41,0.1109,0.1202,0.5622,47849.67,0,0,0,0.4917,0.5083,26902.29,0.6951,0.001901,1
LN005761,28,135243.94,3.0,Autonomo,490,448,-42,Cartao,7819.53,4569.15,17524.02,5488.03,12035.99,0.3132,20,0.1779,0.0142,2.0,943.35,2,90,1,0.0385,0.9615,12015.3,0.5423,0.363438,3
LN005762,30,63660.56,21.4,Autonomo,476,589,113,Empresarial,92818.14,85747.18,10430.28,3098.75,7331.53,0.2971,36,0.3467,0.5657,1.0,20.29,0,0,0,0.2847,0.7153,7903.3,0.6553,0.02255,1
LN005763,31,122407.69,14.0,Autonomo,505,507,2,Imobiliario,678852.02,591784.44,678852.02,591784.44,0.0,0.8717,207,0.0992,2.0,0.6474,914059.77,1,30,0,0.6699,0.3301,591784.44,0.6866,0.23767,2
LN005764,26,31213.06,12.3,CNPJ,646,617,-29,Imobiliario,225543.42,193176.3,225543.42,193176.3,0.0,0.8565,117,0.1014,2.0,0.6295,306862.34,0,0,0,0.7217,0.2783,193176.3,0.5279,0.037107,1
LN005765,37,60215.44,13.1,Aposentado,803,699,-104,Imobiliario,107926.17,31268.44,107926.17,31268.44,0.0,0.2897,305,0.1237,0.2181,0.1996,156678.53,0,0,0,0.6235,0.3765,31268.44,0.6534,0.003521,2
LN005766,49,65289.39,26.1,CLT,838,695,-143,Veiculos,33222.99,28304.34,33222.99,28304.34,0.0,0.852,56,0.1106,0.1821,0.7448,38000.25,1,30,0,0.4653,0.5347,28304.34,0.7337,0.005567,2
LN005767,37,133064.67,8.3,CLT,747,693,-54,Pessoal,20674.44,10081.27,20674.44,10081.27,0.0,0.4876,28,0.2969,0.0318,2.0,360.5,3,15,0,0.0873,0.9127,10081.27,0.5007,0.038442,1
LN005768,38,66652.51,13.1,Autonomo,898,910,12,Empresarial,46317.56,17000.76,9050.1,3756.19,5293.91,0.415,20,0.2349,0.1071,2.0,666.83,0,0,0,0.1384,0.8616,7470.29,0.7016,0.001508,1
LN005769,45,36077.24,10.2,Autonomo,676,836,160,Cartao,20459.96,13670.44,3235.48,1323.81,1911.67,0.4092,26,0.3587,0.1591,2.0,1511.39,3,30,0,0.1051,0.8949,2550.56,0.6417,0.040662,2
LN005770,49,56480.35,6.2,CLT,794,784,-10,Imobiliario,414707.14,149573.06,414707.14,149573.06,0.0,0.3607,126,0.0621,1.1123,0.2951,506883.24,0,0,0,0.5486,0.4514,149573.06,0.7652,0.0191,1
LN005771,38,18221.02,4.0,Autonomo,575,604,29,Empresarial,200054.02,87578.88,15117.29,5086.91,10030.38,0.3365,25,0.2104,2.0,2.0,24877.39,0,0,0,0.3115,0.6885,11579.95,0.6473,0.204444,1
LN005772,33,15000.0,6.1,Servidor_Publico,447,369,-78,Cartao,13685.04,11511.45,27980.1,12026.35,15953.75,0.4298,21,0.2182,0.3223,2.0,2445.8,0,0,0,0.0391,0.9609,21893.37,0.6185,0.032581,1
LN005773,42,93001.59,7.1,CLT,609,609,0,Imobiliario,221652.68,83961.82,221652.68,83961.82,0.0,0.3788,186,0.0862,0.3792,0.3153,266250.79,1,90,0,0.7834,0.2166,83961.82,0.6776,0.033928,2
LN005774,23,42464.19,10.4,Autonomo,633,623,-10,Cartao,9480.5,8475.77,16462.51,7818.66,8643.85,0.4749,34,0.2752,0.0838,2.0,699.64,1,60,0,0.0646,0.9354,12772.84,0.5731,0.072582,2
LN005775,46,45710.29,19.5,CNPJ,986,900,-86,Imobiliario,284167.75,104663.72,284167.75,104663.72,0.0,0.3683,128,0.1188,0.9617,0.2715,385441.54,2,90,0,0.6976,0.3024,104663.72,0.6579,0.067971,2
LN005776,69,92977.74,6.1,Autonomo,649,734,85,Veiculos,39740.63,24493.08,39740.63,24493.08,0.0,0.6163,13,0.1184,0.1106,0.4883,50159.58,0,0,0,0.4706,0.5294,24493.08,0.5571,0.00351,1
LN005777,41,134330.27,7.0,Autonomo,517,491,-26,Cartao,23741.63,15000.18,15029.4,5143.83,9885.57,0.3423,13,0.2595,0.0469,2.0,2572.46,0,0,0,0.0896,0.9104,10905.24,0.5828,0.038896,1
LN005778,27,76681.61,25.8,CLT,775,842,67,Imobiliario,193487.41,71794.72,193487.41,71794.72,0.0,0.3711,67,0.1158,0.3932,0.2532,283499.53,0,0,0,0.7003,0.2997,71794.72,0.5842,0.000727,1
LN005779,57,189709.14,8.5,Autonomo,551,536,-15,Pessoal,14343.06,12502.32,14343.06,12502.32,0.0,0.8717,10,0.3471,0.0277,2.0,1761.89,0,0,0,0.1435,0.8565,12502.32,0.6237,0.03348,1
LN005780,28,75112.93,7.6,CLT,668,628,-40,Veiculos,40444.09,24535.11,40444.09,24535.11,0.0,0.6066,69,0.156,0.1372,0.4556,53849.7,0,0,0,0.6059,0.3941,24535.11,0.6777,0.004168,1
LN005781,31,65935.93,7.8,Autonomo,764,690,-74,Veiculos,30561.07,15923.5,30561.07,15923.5,0.0,0.521,32,0.1868,0.1014,0.4912,32419.28,0,0,0,0.5828,0.4172,15923.5,0.696,0.004223,1
LN005782,29,63338.76,11.8,Servidor_Publico,528,486,-42,Pessoal,12463.24,6971.2,12463.24,6971.2,0.0,0.5593,40,0.2187,0.0462,2.0,1087.26,1,45,0,0.1072,0.8928,6971.2,0.6605,0.057004,2
LN005783,66,23492.3,10.5,Servidor_Publico,847,941,94,Imobiliario,253911.74,203836.22,253911.74,203836.22,0.0,0.8028,304,0.1055,2.0,0.6979,292061.62,3,45,0,0.7553,0.2447,203836.22,0.7326,0.024538,2
LN005784,71,100850.96,7.2,Aposentado,796,713,-83,Imobiliario,267237.07,84059.71,267237.07,84059.71,0.0,0.3146,211,0.101,0.3501,0.2424,346844.32,0,0,0,0.7022,0.2978,84059.71,0.6922,0.002404,1
LN005785,50,15000.0,8.8,CNPJ,695,729,34,Imobiliario,258931.77,139184.32,258931.77,139184.32,0.0,0.5375,246,0.1198,2.0,0.4335,321039.81,2,15,0,0.605,0.395,139184.32,0.5592,0.076159,2
LN005786,52,37009.71,17.3,CLT,877,838,-39,Imobiliario,231517.6,96044.73,231517.6,96044.73,0.0,0.4148,315,0.1124,1.09,0.301,319134.09,0,0,0,0.6922,0.3078,96044.73,0.5983,0.006633,1
LN005787,54,54989.9,12.7,CNPJ,600,629,29,Veiculos,26890.89,17815.98,26890.89,17815.98,0.0,0.6625,68,0.1266,0.1361,0.5541,32154.36,0,0,0,0.464,0.536,17815.98,0.6026,0.004769,1
LN005788,52,32424.01,22.3,Servidor_Publico,753,753,0,Pessoal,7914.65,5544.17,7914.65,5544.17,0.0,0.7005,6,0.3026,0.0718,2.0,1104.31,0,0,0,0.1171,0.8829,5544.17,0.6475,0.004299,1
LN005789,49,40390.85,9.4,CLT,686,571,-115,Imobiliario,601101.76,227302.03,601101.76,227302.03,0.0,0.3781,93,0.1149,2.0,0.3106,731699.87,1,90,0,0.6586,0.3414,227302.03,0.5291,0.416985,2
LN005790,71,179081.11,17.3,CLT,567,564,-3,Pessoal,8340.6,7194.33,8340.6,7194.33,0.0,0.8626,23,0.2237,0.0169,2.0,1064.75,1,45,0,0.1429,0.8571,7194.33,0.6433,0.030719,2
LN005791,58,111036.64,17.6,CNPJ,570,717,147,Cartao,16019.44,5845.76,32586.89,13985.26,18601.63,0.4292,24,0.2146,0.0221,2.0,972.98,2,30,0,0.0408,0.9592,26916.42,0.6952,0.019029,2
LN005792,26,34690.18,7.0,Autonomo,914,922,8,Imobiliario,120619.33,53398.68,120619.33,53398.68,0.0,0.4427,295,0.0837,0.6465,0.387,137969.81,1,15,0,0.7572,0.2428,53398.68,0.6658,0.02577,2
LN005793,41,39925.95,13.6,Servidor_Publico,787,841,54,Imobiliario,225740.07,143855.94,225740.07,143855.94,0.0,0.6373,148,0.0676,1.5133,0.4162,345670.98,1,45,0,0.7607,0.2393,143855.94,0.5903,0.016239,2
LN005794,70,23622.32,11.3,Autonomo,765,772,7,Veiculos,41938.41,26749.54,41938.41,26749.54,0.0,0.6378,39,0.1212,0.4756,0.6049,44220.49,1,30,0,0.4562,0.5438,26749.54,0.5755,0.010351,2
LN005795,42,85668.97,3.2,CNPJ,568,612,44,Pessoal,13754.73,6922.24,13754.73,6922.24,0.0,0.5033,10,0.3174,0.0339,2.0,2606.66,0,0,0,0.0741,0.9259,6922.24,0.7335,0.016847,1
LN005796,32,46058.49,4.2,Aposentado,742,673,-69,Imobiliario,404106.08,184642.5,404106.08,184642.5,0.0,0.4569,119,0.1156,1.6837,0.3048,605782.39,2,45,1,0.8127,0.1873,184642.5,0.6631,0.113727,3
LN005797,65,15090.14,12.0,Autonomo,602,577,-25,Imobiliario,166352.97,134008.49,166352.97,134008.49,0.0,0.8056,84,0.1104,2.0,0.715,187413.66,0,0,0,0.6458,0.3542,134008.49,0.6925,0.078001,1
LN005798,53,57844.25,3.4,CLT,870,921,51,Empresarial,50283.73,29617.66,17871.89,10208.65,7663.24,0.5712,17,0.2715,0.2151,2.0,2778.09,0,0,0,0.3504,0.6496,14027.51,0.4983,0.002344,1
LN005799,50,72065.9,2.8,CLT,807,765,-42,Veiculos,28779.27,19916.57,28779.27,19916.57,0.0,0.692,64,0.1963,0.1161,0.6237,31931.63,0,0,0,0.5523,0.4477,19916.57,0.5581,0.00288,1
LN005800,43,101320.26,11.1,Aposentado,769,834,65,Imobiliario,494247.57,256594.24,494247.57,256594.24,0.0,0.5192,358,0.0997,1.0637,0.4026,637357.39,3,30,0,0.7436,0.2564,256594.24,0.6387,0.091296,2
LN005801,28,51653.82,2.0,Aposentado,756,665,-91,Pessoal,3987.62,1393.81,3987.62,1393.81,0.0,0.3495,35,0.3466,0.0113,2.0,313.02,0,0,0,0.1172,0.8828,1393.81,0.4658,0.007997,1
LN005802,41,42521.44,5.5,CLT,638,627,-11,Veiculos,27567.2,14807.79,27567.2,14807.79,0.0,0.5372,56,0.1346,0.1463,0.422,35091.58,0,0,0,0.6678,0.3322,14807.79,0.6582,0.003347,1
LN005803,43,197022.27,11.1,Autonomo,713,678,-35,Cartao,30064.03,26265.36,11779.24,1558.61,10220.63,0.1323,35,0.4133,0.056,2.0,5640.52,1,15,0,0.0671,0.9329,6126.58,0.4469,0.032004,1
LN005804,68,54408.79,10.0,Autonomo,850,1000,150,Empresarial,147909.96,4691.91,11710.23,3686.58,8023.65,0.3148,43,0.2683,0.0362,0.2056,22819.41,0,0,0,0.3694,0.6306,8836.05,0.6418,0.00057,1
LN005805,37,86484.04,10.0,CLT,710,665,-45,Imobiliario,349887.43,295228.83,349887.43,295228.83,0.0,0.8438,332,0.0896,1.4337,0.5612,526112.01,2,15,0,0.6626,0.3374,295228.83,0.6305,0.079259,2
LN005806,29,38150.69,15.1,CNPJ,540,556,16,Empresarial,31846.73,19532.8,7048.3,1081.9,5966.4,0.1535,47,0.2326,0.215,2.0,1561.01,0,0,0,0.3569,0.6431,4513.04,0.5751,0.014348,1
LN005807,43,84833.12,18.7,Servidor_Publico,813,648,-165,Cartao,12080.31,6412.79,7476.07,4004.31,3471.77,0.5356,36,0.2558,0.0317,2.0,1982.17,0,0,0,0.0774,0.9226,6109.05,0.6062,0.005318,2
LN005808,71,21032.86,19.8,CLT,561,458,-103,Imobiliario,167014.81,92467.38,167014.81,92467.38,0.0,0.5536,181,0.0627,1.8465,0.4336,213276.27,1,45,0,0.7661,0.2339,92467.38,0.5843,0.187748,2
LN005809,46,40121.04,27.1,Autonomo,646,653,7,Cartao,14495.69,12670.31,21553.23,14216.42,7336.81,0.6596,23,0.2828,0.1326,2.0,1767.16,0,0,0,0.0963,0.9037,19653.28,0.741,0.009247,1
LN005810,40,24701.56,2.1,CLT,588,553,-35,Imobiliario,996776.71,680273.43,996776.71,680273.43,0.0,0.6825,116,0.087,2.0,0.5326,1277188.38,0,0,0,0.7827,0.2173,680273.43,0.6297,0.060529,1
LN005811,55,36562.1,6.7,CNPJ,310,276,-34,Imobiliario,146932.02,76416.67,146932.02,76416.67,0.0,0.5201,313,0.077,0.8778,0.4292,178035.61,1,30,1,0.7695,0.2305,76416.67,0.6103,0.460779,3
LN005812,54,122125.63,5.3,CLT,672,632,-40,Cartao,15165.35,12948.78,10668.51,7979.04,2689.47,0.7479,44,0.397,0.0445,2.0,2536.88,0,0,0,0.0475,0.9525,9816.11,0.6831,0.007806,1
LN005813,36,36387.78,27.5,Servidor_Publico,932,903,-29,Imobiliario,675916.92,459357.2,675916.92,459357.2,0.0,0.6796,221,0.08,2.0,0.4687,980020.47,0,0,0,0.7376,0.2624,459357.2,0.7373,0.003631,1
LN005814,70,86410.67,11.3,CLT,691,547,-144,Empresarial,139606.62,36933.21,9109.0,5132.04,3976.96,0.5634,38,0.2131,0.1795,2.0,15239.4,0,0,0,0.1604,0.8396,7739.69,0.6557,0.021687,2
LN005815,51,145251.55,10.3,CNPJ,1000,978,-22,Veiculos,32112.73,23565.06,32112.73,23565.06,0.0,0.7338,21,0.1373,0.0681,0.6902,34140.64,1,30,0,0.321,0.679,23565.06,0.6761,0.001008,2
LN005816,24,53213.89,8.2,CLT,630,598,-32,Pessoal,10253.45,5065.18,10253.45,5065.18,0.0,0.494,24,0.1774,0.04,1.0,90.72,0,0,0,0.1529,0.8471,5065.18,0.6664,0.008079,1
LN005817,42,103357.45,7.9,CLT,678,742,64,Pessoal,10367.92,4401.62,10367.92,4401.62,0.0,0.4245,10,0.3482,0.0179,2.0,1256.11,2,15,0,0.1055,0.8945,4401.62,0.77,0.021665,1
LN005818,68,76512.23,7.9,Autonomo,636,683,47,Cartao,4076.79,2158.56,51178.59,17219.16,33959.43,0.3365,20,0.3054,0.0118,2.0,587.44,1,15,0,0.0357,0.9643,38718.13,0.6331,0.027272,1
LN005819,41,58435.8,8.3,CLT,657,429,-228,Imobiliario,155933.45,54808.51,155933.45,54808.51,0.0,0.3515,258,0.0738,0.3939,0.2833,193432.46,0,0,0,0.7287,0.2713,54808.51,0.7135,0.019031,2
LN005820,50,88230.25,7.8,CLT,698,627,-71,Imobiliario,477373.29,331238.67,477373.29,331238.67,0.0,0.6939,123,0.1061,1.5768,0.5623,589063.26,0,0,0,0.8109,0.1891,331238.67,0.5748,0.053755,1
LN005821,52,179146.6,24.0,CLT,846,966,120,Cartao,36505.48,16059.65,29220.48,8997.61,20222.87,0.3079,37,0.1982,0.0377,2.0,5156.62,0,0,0,0.1029,0.8971,20687.07,0.578,0.000969,1
LN005822,57,35802.58,32.7,CNPJ,540,592,52,Imobiliario,337894.29,52568.5,337894.29,52568.5,0.0,0.1556,64,0.0985,0.6167,0.1145,458927.85,2,90,0,0.6996,0.3004,52568.5,0.6358,0.318605,2
LN005823,65,29042.61,31.6,CLT,651,672,21,Pessoal,13487.41,9495.69,13487.41,9495.69,0.0,0.704,25,0.3495,0.1373,2.0,1085.52,0,0,0,0.0705,0.9295,9495.69,0.7769,0.008317,1
LN005824,29,27955.12,3.1,CNPJ,730,677,-53,Imobiliario,308014.17,222857.43,308014.17,222857.43,0.0,0.7235,156,0.0673,2.0,0.5459,408215.13,0,0,0,0.7294,0.2706,222857.43,0.6792,0.02129,1
LN005825,47,103401.85,7.2,Servidor_Publico,816,856,40,Pessoal,8881.99,6027.17,8881.99,6027.17,0.0,0.6786,19,0.2592,0.0245,2.0,987.64,0,0,0,0.1096,0.8904,6027.17,0.6583,0.001225,1
LN005826,48,112880.94,1.8,CLT,369,240,-129,Imobiliario,299002.51,161170.8,299002.51,161170.8,0.0,0.539,128,0.1271,0.5997,0.4033,399648.64,1,30,0,0.7601,0.2399,161170.8,0.637,0.218711,2
LN005827,29,38212.81,2.5,CLT,468,410,-58,Cartao,6297.25,3413.73,14848.88,2787.63,12061.25,0.1877,42,0.3453,0.0375,2.0,338.67,0,0,0,0.0625,0.9375,10195.04,0.6141,0.05598,1
LN005828,55,15000.0,32.3,CLT,655,665,10,Pessoal,7879.32,3892.52,7879.32,3892.52,0.0,0.494,23,0.2351,0.109,2.0,493.06,0,0,0,0.1141,0.8859,3892.52,0.6087,0.004901,1
LN005829,27,34940.72,13.4,Autonomo,795,825,30,Pessoal,5423.12,3630.14,5423.12,3630.14,0.0,0.6694,24,0.3402,0.0436,2.0,533.14,0,0,0,0.0897,0.9103,3630.14,0.6744,0.00321,1
LN005830,44,77350.72,17.0,CLT,587,588,1,Imobiliario,340738.29,231415.29,340738.29,231415.29,0.0,0.6792,333,0.0871,1.2565,0.5299,436741.72,0,0,0,0.7104,0.2896,231415.29,0.67,0.044069,1
LN005831,38,51876.96,9.8,Servidor_Publico,736,750,14,Imobiliario,956504.75,763810.24,956504.75,763810.24,0.0,0.7985,277,0.0884,2.0,0.688,1110174.85,1,15,0,0.6279,0.3721,763810.24,0.6335,0.032789,2
LN005832,29,60914.47,10.4,Aposentado,907,904,-3,Imobiliario,351741.84,254982.9,351741.84,254982.9,0.0,0.7249,146,0.0696,1.7581,0.5192,491123.22,0,0,0,0.7379,0.2621,254982.9,0.6288,0.009982,1
LN005833,63,38554.42,21.0,CLT,651,612,-39,Imobiliario,311830.13,191306.01,311830.13,191306.01,0.0,0.6135,216,0.0655,2.0,0.4232,451995.43,0,0,0,0.7179,0.2821,191306.01,0.5513,0.037481,1
LN005834,34,104731.78,11.2,CLT,620,705,85,Veiculos,68808.81,36263.7,68808.81,36263.7,0.0,0.527,57,0.1804,0.1454,0.44,82417.15,0,0,0,0.4658,0.5342,36263.7,0.6021,0.001951,1
LN005835,34,67715.79,11.5,Servidor_Publico,711,834,123,Veiculos,33697.9,12344.21,33697.9,12344.21,0.0,0.3663,13,0.1829,0.0766,0.3476,35509.73,0,0,0,0.5189,0.4811,12344.21,0.6636,0.00063,1
LN005836,64,79316.48,16.2,Aposentado,673,654,-19,Empresarial,145792.04,54321.63,6238.25,1134.98,5103.28,0.1819,29,0.2818,0.2876,2.0,7604.38,2,30,0,0.25,0.75,4251.27,0.6106,0.037794,2
LN005837,65,60077.62,15.1,CLT,683,579,-104,Pessoal,9221.93,3425.35,9221.93,3425.35,0.0,0.3714,43,0.2534,0.0239,2.0,397.9,0,0,0,0.062,0.938,3425.35,0.5844,0.013176,2
LN005838,23,76178.86,11.0,Servidor_Publico,626,593,-33,Veiculos,36895.6,19712.33,36895.6,19712.33,0.0,0.5343,13,0.1879,0.1087,0.4946,39853.74,1,45,0,0.5061,0.4939,19712.33,0.5303,0.01034,2
LN005839,35,72989.55,8.1,Servidor_Publico,616,607,-9,Cartao,18995.79,10062.78,5206.01,1521.91,3684.1,0.2923,7,0.2492,0.0579,2.0,3176.27,2,30,0,0.1253,0.8747,3756.0,0.6064,0.039033,2
LN005840,57,29636.19,7.7,CLT,519,338,-181,Veiculos,61013.92,55400.01,61013.92,55400.01,0.0,0.908,59,0.1086,0.7851,0.6829,81127.1,2,90,1,0.5693,0.4307,55400.01,0.5156,0.76427,3
LN005841,60,69043.43,20.0,Servidor_Publico,729,814,85,Veiculos,28034.68,14336.3,28034.68,14336.3,0.0,0.5114,69,0.1785,0.0872,0.4726,30332.87,0,0,0,0.5691,0.4309,14336.3,0.5125,0.000791,1
LN005842,71,90624.54,11.6,CNPJ,514,451,-63,Imobiliario,81326.77,38927.53,81326.77,38927.53,0.0,0.4787,127,0.0958,0.1804,0.3627,107322.1,0,0,0,0.9054,0.0946,38927.53,0.6031,0.019331,1
LN005843,49,114787.97,6.6,Aposentado,543,465,-78,Pessoal,4572.32,2251.69,4572.32,2251.69,0.0,0.4925,34,0.1819,0.0082,1.0,51.9,1,90,0,0.0915,0.9085,2251.69,0.6052,0.116128,2
LN005844,22,71002.45,18.1,CNPJ,494,453,-41,Imobiliario,252536.15,114995.71,252536.15,114995.71,0.0,0.4554,74,0.1186,0.6802,0.3496,328966.57,0,0,0,0.7358,0.2642,114995.71,0.6414,0.069485,1
LN005845,65,28928.63,10.8,CNPJ,607,556,-51,Imobiliario,436192.48,328255.09,436192.48,328255.09,0.0,0.7525,120,0.1133,2.0,0.496,661748.19,2,45,0,0.7686,0.2314,328255.09,0.6676,0.201464,2
LN005846,30,31972.89,3.0,Servidor_Publico,653,642,-11,Imobiliario,564842.12,482854.39,564842.12,482854.39,0.0,0.8548,293,0.0973,2.0,0.5885,820447.97,1,30,0,0.6731,0.3269,482854.39,0.646,0.068483,2
LN005847,28,40829.24,6.8,CLT,507,551,44,Cartao,7239.47,4361.5,10564.14,2858.67,7705.46,0.2706,21,0.2852,0.0449,2.0,1085.53,1,90,0,0.0361,0.9639,7173.9,0.56,0.174735,2
LN005848,55,61276.49,10.9,CNPJ,615,695,80,Cartao,7644.42,1550.17,11014.69,5730.03,5284.66,0.5202,27,0.1525,0.0106,1.9415,798.44,0,0,0,0.0976,0.9024,9150.98,0.6473,0.013133,1
